,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.65713525,-1.2190707,0.54033434,-0.9727853,0.67494655,-0.6670895,0.5479017,-0.7125762,-0.634236,-0.44226858,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.2909994,-0.50652385,Green
1,0.54033434,-0.9727853,0.67494655,-0.6670895,0.5479017,-0.7125762,-0.634236,-0.44226858,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.31318378,-0.455998,Green
2,0.67494655,-0.6670895,0.5479017,-0.7125762,-0.634236,-0.44226858,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.3250852,-0.43612736,Green
3,0.5479017,-0.7125762,-0.634236,-0.44226858,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.3831704,-0.41152644,Green
4,-0.634236,-0.44226858,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.37390402,-0.40554297,Green
5,0.5453706,-0.57893914,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.3879219,-0.46621495,Green
6,0.48847726,-0.32729527,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.33074456,-0.49220645,Green
7,0.48679,-0.5395479,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.31711033,-0.4871868,Green
8,0.45751527,-0.45464277,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.2972877,-0.46965218,Green
9,0.4237534,-0.34294638,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,0.25786102,-0.47990668,Green
10,0.35804248,-0.39154312,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.16149294,-0.49452174,Green
11,0.5163301,-0.4625115,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.1184474,-0.53490204,Green
12,0.37389717,-0.43441993,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,0.13471723,-0.54489124,Green
13,0.32838577,-0.4788864,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.11246366,-0.5619309,Green
14,0.31854177,-0.48671794,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.051892318,-0.5164849,Green
15,0.09669303,-0.40180308,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,0.114673056,-0.57651216,Green
16,0.28015214,-0.5197869,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.038121734,-0.54461825,Green
17,0.21777883,-0.5157919,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.014484715,-0.5423653,Green
18,-0.089108065,-0.356577,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.03441303,-0.5616909,Green
19,0.19776805,-0.7366397,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.04609226,-0.6391636,Green
20,0.13715504,-0.562208,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,0.021614045,-0.66230404,Green
21,-0.37526542,-0.21622661,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,0.08883195,-0.59300053,Green
22,0.114039615,-0.61526024,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,0.038573787,-0.6773975,Green
23,0.06380631,-0.5992867,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.101523496,-0.6327255,Green
24,-0.21526182,-0.4160685,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.17736703,-0.7207854,Green
25,-0.011739228,-0.51219773,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.23503494,-0.7710813,Green
26,-0.052473813,-0.6778268,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.28850678,-0.7823105,Green
27,-0.013071814,-0.7099263,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.2192797,-0.8905469,Green
28,-0.15487204,-2.3810854,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.15487376,-0.8968882,Green
29,-0.13944627,-0.68405074,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.1489628,-0.87544274,Green
30,-0.1708502,-0.763432,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.2315973,-0.83513063,Green
31,-0.2412681,-0.8014401,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.30120137,-0.87260175,Green
32,-0.22848919,-0.94522685,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.36696282,-0.90657496,Green
33,-0.2688586,-0.87929606,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.41880068,-0.92665374,Green
34,-0.29409373,-0.8326207,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.42644402,-0.9221543,Green
35,-0.19193548,-1.6071545,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.444003,-0.93299437,Green
36,-0.24476475,-1.0720147,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.502333,-0.8690598,Green
37,-0.35361752,-0.77420205,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.50173247,-0.9337828,Green
38,-0.35327837,-0.8348463,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.5437332,-0.9862627,Green
39,-0.4643427,-1.0175177,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.43800607,-1.1477737,Green
40,-0.49772587,-0.9301078,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.39497426,-1.2067028,Green
41,-0.4861539,-1.0120535,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.45344576,-1.2533205,Green
42,-0.47015676,-0.9767724,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.5705541,-1.2254518,Green
43,-0.553417,-0.9477993,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.62816966,-1.1970764,Green
44,-0.5792668,-0.89524275,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.6550226,-1.2144434,Green
45,-0.5165586,-1.1640854,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7104818,-1.1680795,Green
46,-0.6005861,-1.1002471,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.7336559,-1.1247929,Green
47,-0.3271107,-2.1172416,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.7822679,-1.0702784,Green
48,-0.6589746,-1.2217344,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.8313285,-0.98211634,Green
49,-0.6122471,-1.5406507,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.8764912,-0.8672433,Green
50,-0.7359587,-1.1732216,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.8772688,-0.721142,Green
51,-0.76540434,-1.1830777,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.9072798,-0.58156264,Green
52,-0.7289607,-1.284892,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-0.84539735,-0.5042909,Green
53,-0.7645097,-0.99126387,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-0.82025063,-0.5010658,Green
54,-0.7976984,-1.0335422,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-0.8699186,-0.40409827,Green
55,-0.80040544,-1.0368875,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-0.9286442,-0.31768858,Green
56,-0.8644598,-0.7448347,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-0.9841347,-0.29689437,Green
57,-0.9948969,-0.6222091,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-1.0198061,-0.28707957,Green
58,-0.9150383,-0.48958093,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-1.0060879,-0.21972775,Green
59,-0.9058346,-0.4129529,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.0319855,-0.1570009,Green
60,-0.37901938,-0.72780627,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-0.9599851,-0.16576073,Green
61,-1.0720462,-0.2961056,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.0323434,-0.12355736,Green
62,-1.0566438,-0.26480222,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.1556976,-0.11847933,Green
63,-1.1199529,-0.21858296,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.122891,-0.14020549,Green
64,-1.2177707,-0.19043562,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.1581037,-0.113737315,Green
65,-1.2234354,-0.16219638,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.2361364,-0.111803904,Green
66,-0.43539125,-0.2680281,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.3125151,-0.09486957,Green
67,-0.7286875,-0.16207603,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.3765386,-0.05916024,Green
68,-1.5847527,-0.11357856,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.4043725,-0.030065311,Green
69,-1.3333868,-0.08797456,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-1.4295396,-0.023419263,Green
70,-1.8915598,-0.08901859,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-1.4707625,-0.01916475,Green
71,-1.4664893,-0.06476509,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-1.5390754,-0.017590621,Green
72,-1.4742123,-0.04697826,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-1.5873271,0.019107133,Green
73,-1.4929531,-0.035746664,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.6378119,0.064158075,Green
74,-1.9542918,-0.021545663,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5686686,0.087201945,Green
75,-1.7407233,-0.008332731,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-1.4940753,0.11546779,Green
76,-1.7237141,0.0062830406,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.5591455,0.16233477,Green
77,-1.7462249,0.013549808,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.5511545,0.19432625,Green
78,-2.0530999,0.044262733,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.5128442,0.20824288,Green
79,-2.136287,0.05978752,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-1.4519525,0.23889792,Green
80,-2.0479205,0.090187,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.5620947,0.27109292,Green
81,-2.1091878,0.09969305,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.3880888,0.2556639,-1.4770226,0.27470914,Green
82,-1.7817737,0.13580339,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.3880888,0.2556639,-1.637669,0.27020422,-1.439258,0.29659873,Green
83,-1.5136747,0.16552563,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.3880888,0.2556639,-1.637669,0.27020422,-5.1993375,0.31016684,-1.4390707,0.32016355,Green
84,-2.3874755,0.15319785,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.3880888,0.2556639,-1.637669,0.27020422,-5.1993375,0.31016684,-1.3782629,0.2974321,-1.3417547,0.32000965,Green
85,-1.8136016,0.17646429,-1.6258454,0.19188009,-1.4008836,0.24489175,-2.4578388,0.1961553,-1.3880888,0.2556639,-1.637669,0.27020422,-5.1993375,0.31016684,-1.3782629,0.2974321,-1.0738786,0.32430434,-1.2917682,0.37509656,Green
